ligne;nom;x_planche;l_planche;Nb_rangs;inter_rang;intra_rang;déphasage;prod_plant;taux_germ;taux_reprise;d_cycle_serre;d_cycle_champ;f_semis;d_récolte;f_cylce
1;salade;30.8;2;2;0.5;0.2;0;0.3;0.6;1;2022-09-01;2022-09-30;2022-10-30;2022-12-01;2023-02-01
